"MacroTrends Data Download"
"MSFT - Historical Price and Volume Data"
"Note: Historical prices are adjusted for stock splits."

"Disclaimer and Terms of Use: Historical stock data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net""."
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page."


date,open,high,low,close,volume
1986-03-13,0.0577,0.0662,0.0577,0.0633,1031788800
1986-03-14,0.0633,0.0667,0.0633,0.0656,308160000
1986-03-17,0.0656,0.0673,0.0656,0.0667,133171200
1986-03-18,0.0667,0.0673,0.0645,0.0650,67766400
1986-03-19,0.0650,0.0656,0.0633,0.0639,47894400
1986-03-20,0.0639,0.0639,0.0616,0.0622,58435200
1986-03-21,0.0622,0.0633,0.0594,0.0605,59990400
1986-03-24,0.0605,0.0605,0.0583,0.0588,65289600
1986-03-25,0.0588,0.0600,0.0583,0.0600,32083200
1986-03-26,0.0600,0.0622,0.0594,0.0616,22752000
1986-03-27,0.0616,0.0628,0.0616,0.0628,16848000
1986-03-31,0.0628,0.0628,0.0611,0.0622,12873600
1986-04-01,0.0622,0.0622,0.0616,0.0616,11088000
1986-04-02,0.0616,0.0633,0.0616,0.0622,27014400
1986-04-03,0.0628,0.0645,0.0628,0.0628,23040000
1986-04-04,0.0628,0.0633,0.0628,0.0628,26582400
1986-04-07,0.0628,0.0633,0.0605,0.0616,16560000
1986-04-08,0.0616,0.0633,0.0616,0.0622,10252800
1986-04-09,0.0622,0.0639,0.0622,0.0633,12153600
1986-04-10,0.0633,0.0645,0.0622,0.0639,13881600
1986-04-11,0.0645,0.0662,0.0645,0.0650,17222400
1986-04-14,0.0650,0.0662,0.0650,0.0656,12153600
1986-04-15,0.0656,0.0656,0.0633,0.0656,9302400
1986-04-16,0.0656,0.0684,0.0650,0.0679,31910400
1986-04-17,0.0679,0.0684,0.0679,0.0684,22003200
1986-04-18,0.0684,0.0684,0.0656,0.0662,21628800
1986-04-21,0.0662,0.0667,0.0645,0.0662,22924800
1986-04-22,0.0662,0.0662,0.0650,0.0650,15552000
1986-04-23,0.0650,0.0656,0.0645,0.0653,15609600
1986-04-24,0.0653,0.0730,0.0650,0.0718,62352000
1986-04-25,0.0724,0.0795,0.0724,0.0764,85795200
1986-04-28,0.0764,0.0775,0.0758,0.0769,28886400
1986-04-29,0.0769,0.0769,0.0741,0.0747,30326400
1986-04-30,0.0747,0.0752,0.0713,0.0730,30902400
1986-05-01,0.0730,0.0730,0.0707,0.0718,54345600
1986-05-02,0.0718,0.0730,0.0713,0.0718,20246400
1986-05-05,0.0718,0.0718,0.0713,0.0713,3254400
1986-05-06,0.0718,0.0730,0.0718,0.0718,9734400
1986-05-07,0.0718,0.0724,0.0707,0.0718,5155200
1986-05-08,0.0718,0.0724,0.0713,0.0724,3542400
1986-05-09,0.0724,0.0724,0.0718,0.0718,6076800
1986-05-12,0.0718,0.0741,0.0718,0.0724,10483200
1986-05-13,0.0724,0.0735,0.0724,0.0730,3830400
1986-05-14,0.0730,0.0730,0.0724,0.0724,9302400
1986-05-15,0.0724,0.0735,0.0724,0.0724,3801600
1986-05-16,0.0724,0.0747,0.0724,0.0730,11952000
1986-05-19,0.0730,0.0730,0.0713,0.0718,11001600
1986-05-20,0.0718,0.0718,0.0707,0.0713,61977600
1986-05-21,0.0713,0.0718,0.0701,0.0701,8092800
1986-05-22,0.0701,0.0707,0.0701,0.0701,4406400
1986-05-23,0.0701,0.0713,0.0701,0.0701,4089600
1986-05-27,0.0701,0.0724,0.0701,0.0724,13881600
1986-05-28,0.0724,0.0747,0.0724,0.0747,15523200
1986-05-29,0.0747,0.0775,0.0741,0.0764,45676800
1986-05-30,0.0769,0.0803,0.0769,0.0792,27072000
1986-06-02,0.0792,0.0792,0.0769,0.0769,19728000
1986-06-03,0.0769,0.0769,0.0758,0.0769,5011200
1986-06-04,0.0769,0.0775,0.0758,0.0764,4723200
1986-06-05,0.0764,0.0775,0.0758,0.0775,13708800
1986-06-06,0.0775,0.0775,0.0764,0.0775,3427200
1986-06-09,0.0775,0.0775,0.0741,0.0741,12672000
1986-06-10,0.0741,0.0741,0.0730,0.0741,3427200
1986-06-11,0.0741,0.0741,0.0730,0.0741,2304000
1986-06-12,0.0741,0.0741,0.0707,0.0713,13708800
1986-06-13,0.0713,0.0718,0.0707,0.0713,7891200
1986-06-16,0.0713,0.0718,0.0701,0.0707,9590400
1986-06-17,0.0713,0.0730,0.0713,0.0718,13075200
1986-06-18,0.0718,0.0718,0.0701,0.0713,4348800
1986-06-19,0.0713,0.0718,0.0701,0.0707,8467200
1986-06-20,0.0707,0.0713,0.0707,0.0710,3801600
1986-06-23,0.0710,0.0718,0.0696,0.0718,46195200
1986-06-24,0.0718,0.0724,0.0707,0.0713,14572800
1986-06-25,0.0713,0.0718,0.0701,0.0701,15235200
1986-06-26,0.0701,0.0707,0.0679,0.0679,19152000
1986-06-27,0.0679,0.0684,0.0667,0.0673,10396800
1986-06-30,0.0673,0.0713,0.0667,0.0696,62352000
1986-07-01,0.0696,0.0696,0.0690,0.0696,47577600
1986-07-02,0.0696,0.0696,0.0690,0.0696,52617600
1986-07-03,0.0701,0.0713,0.0701,0.0707,14140800
1986-07-07,0.0707,0.0707,0.0679,0.0679,14054400
1986-07-08,0.0679,0.0679,0.0656,0.0662,14256000
1986-07-09,0.0662,0.0662,0.0628,0.0633,46137600
1986-07-10,0.0633,0.0639,0.0588,0.0616,46886400
1986-07-11,0.0616,0.0645,0.0616,0.0633,17395200
1986-07-14,0.0616,0.0639,0.0616,0.0625,28598400
1986-07-15,0.0625,0.0645,0.0616,0.0633,13190400
1986-07-16,0.0639,0.0656,0.0639,0.0656,9360000
1986-07-17,0.0656,0.0667,0.0650,0.0667,6940800
1986-07-18,0.0667,0.0679,0.0650,0.0673,12326400
1986-07-21,0.0673,0.0684,0.0673,0.0673,3513600
1986-07-22,0.0673,0.0696,0.0673,0.0696,10512000
1986-07-23,0.0696,0.0707,0.0679,0.0679,20793600
1986-07-24,0.0690,0.0713,0.0690,0.0701,14140800
1986-07-25,0.0701,0.0713,0.0701,0.0707,20448000
1986-07-28,0.0707,0.0707,0.0690,0.0690,11808000
1986-07-29,0.0690,0.0696,0.0662,0.0673,14054400
1986-07-30,0.0673,0.0673,0.0628,0.0650,26409600
1986-07-31,0.0650,0.0656,0.0645,0.0645,15638400
1986-08-01,0.0645,0.0650,0.0633,0.0639,12902400
1986-08-04,0.0639,0.0639,0.0622,0.0639,12441600
1986-08-05,0.0639,0.0645,0.0633,0.0633,2822400
1986-08-06,0.0633,0.0639,0.0616,0.0628,18316800
1986-08-07,0.0628,0.0633,0.0616,0.0622,3657600
1986-08-08,0.0622,0.0639,0.0622,0.0628,4147200
1986-08-11,0.0639,0.0656,0.0639,0.0650,7948800
1986-08-12,0.0650,0.0667,0.0650,0.0667,9993600
1986-08-13,0.0667,0.0673,0.0662,0.0673,6883200
1986-08-14,0.0673,0.0696,0.0673,0.0690,20131200
1986-08-15,0.0690,0.0696,0.0684,0.0693,6105600
1986-08-18,0.0693,0.0696,0.0684,0.0684,12787200
1986-08-19,0.0684,0.0687,0.0673,0.0684,20390400
1986-08-20,0.0684,0.0684,0.0679,0.0679,20764800
1986-08-21,0.0679,0.0690,0.0679,0.0679,49536000
1986-08-22,0.0679,0.0684,0.0656,0.0667,5760000
1986-08-25,0.0667,0.0667,0.0656,0.0667,2419200
1986-08-26,0.0667,0.0667,0.0662,0.0662,10857600
1986-08-27,0.0662,0.0667,0.0656,0.0662,9532800
1986-08-28,0.0662,0.0667,0.0662,0.0662,3427200
1986-08-29,0.0662,0.0667,0.0633,0.0645,25430400
1986-09-02,0.0645,0.0645,0.0619,0.0628,5212800
1986-09-03,0.0622,0.0622,0.0594,0.0611,18316800
1986-09-04,0.0622,0.0662,0.0622,0.0662,39427200
1986-09-05,0.0662,0.0690,0.0656,0.0690,26352000
1986-09-08,0.0690,0.0696,0.0684,0.0684,9619200
1986-09-09,0.0684,0.0713,0.0684,0.0696,37526400
1986-09-10,0.0696,0.0701,0.0684,0.0684,10886400
1986-09-11,0.0684,0.0690,0.0656,0.0656,35654400
1986-09-12,0.0656,0.0662,0.0639,0.0639,24451200
1986-09-15,0.0639,0.0650,0.0628,0.0650,22492800
1986-09-16,0.0650,0.0656,0.0639,0.0650,5184000
1986-09-17,0.0650,0.0679,0.0645,0.0667,8035200
1986-09-18,0.0667,0.0684,0.0667,0.0673,5356800
1986-09-19,0.0673,0.0679,0.0667,0.0673,2505600
1986-09-22,0.0673,0.0673,0.0667,0.0667,4492800
1986-09-23,0.0667,0.0684,0.0667,0.0679,5961600
1986-09-24,0.0679,0.0679,0.0667,0.0670,4780800
1986-09-25,0.0670,0.0673,0.0656,0.0656,5155200
1986-09-26,0.0656,0.0662,0.0650,0.0656,2332800
1986-09-29,0.0656,0.0656,0.0639,0.0639,6192000
1986-09-30,0.0639,0.0650,0.0639,0.0639,5184000
1986-10-01,0.0639,0.0650,0.0622,0.0633,32428800
1986-10-02,0.0633,0.0645,0.0628,0.0633,22723200
1986-10-03,0.0633,0.0645,0.0633,0.0639,14716800
1986-10-06,0.0656,0.0701,0.0656,0.0690,85334400
1986-10-07,0.0690,0.0718,0.0690,0.0704,59788800
1986-10-08,0.0704,0.0733,0.0696,0.0724,119606400
1986-10-09,0.0724,0.0764,0.0724,0.0747,92563200
1986-10-10,0.0747,0.0797,0.0735,0.0780,76752000
1986-10-13,0.0780,0.0780,0.0747,0.0747,27129600
1986-10-14,0.0752,0.0764,0.0752,0.0758,12873600
1986-10-15,0.0758,0.0797,0.0758,0.0792,63532800
1986-10-16,0.0792,0.0797,0.0786,0.0792,21859200
1986-10-17,0.0792,0.0820,0.0792,0.0814,124444800
1986-10-20,0.0814,0.0831,0.0797,0.0820,43545600
1986-10-21,0.0826,0.0854,0.0826,0.0854,112377600
1986-10-22,0.0854,0.0863,0.0848,0.0854,54576000
1986-10-23,0.0854,0.0860,0.0846,0.0854,70444800
1986-10-24,0.0854,0.0854,0.0826,0.0848,101376000
1986-10-27,0.0854,0.0877,0.0854,0.0877,125654400
1986-10-28,0.0877,0.0911,0.0877,0.0897,142646400
1986-10-29,0.0897,0.0899,0.0860,0.0871,53222400
1986-10-30,0.0871,0.0899,0.0865,0.0888,44380800
1986-10-31,0.0888,0.0899,0.0871,0.0877,63734400
1986-11-03,0.0882,0.0899,0.0882,0.0894,42192000
1986-11-04,0.0894,0.0928,0.0894,0.0928,54403200
1986-11-05,0.0928,0.0990,0.0922,0.0984,45100800
1986-11-06,0.0984,0.1029,0.0978,0.1007,72576000
1986-11-07,0.1007,0.1012,0.0984,0.1001,44323200
1986-11-10,0.1001,0.1001,0.0956,0.0961,28684800
1986-11-11,0.0967,0.0978,0.0967,0.0967,11894400
1986-11-12,0.0967,0.0990,0.0956,0.0967,34156800
1986-11-13,0.0967,0.0973,0.0950,0.0953,30211200
1986-11-14,0.0953,0.0961,0.0933,0.0961,18720000
1986-11-17,0.0961,0.0978,0.0950,0.0967,24307200
1986-11-18,0.0967,0.0973,0.0916,0.0916,59673600
1986-11-19,0.0916,0.0956,0.0916,0.0950,48729600
1986-11-20,0.0950,0.1024,0.0950,0.1024,98179200
1986-11-21,0.1029,0.1069,0.1029,0.1058,91065600
1986-11-24,0.1058,0.1148,0.1024,0.1142,173836800
1986-11-25,0.1142,0.1159,0.1137,0.1154,95788800
1986-11-26,0.1154,0.1159,0.1142,0.1142,38793600
1986-11-28,0.1142,0.1148,0.1114,0.1126,41328000
1986-12-01,0.1126,0.1131,0.1097,0.1103,40291200
1986-12-02,0.1109,0.1131,0.1109,0.1109,28771200
1986-12-03,0.1109,0.1120,0.1097,0.1100,35164800
1986-12-04,0.1100,0.1126,0.1092,0.1114,42508800
1986-12-05,0.1114,0.1120,0.1109,0.1109,107510400
1986-12-08,0.1109,0.1120,0.1080,0.1097,22665600
1986-12-09,0.1097,0.1103,0.1086,0.1092,16099200
1986-12-10,0.1092,0.1103,0.1080,0.1100,27590400
1986-12-11,0.1100,0.1114,0.1097,0.1109,11635200
1986-12-12,0.1109,0.1109,0.1069,0.1069,25286400
1986-12-15,0.1069,0.1075,0.1024,0.1041,50774400
1986-12-16,0.1046,0.1069,0.1046,0.1052,77299200
1986-12-17,0.1052,0.1069,0.1052,0.1063,23356800
1986-12-18,0.1063,0.1075,0.1058,0.1072,12672000
1986-12-19,0.1075,0.1109,0.1075,0.1097,56592000
1986-12-22,0.1097,0.1120,0.1097,0.1109,18316800
1986-12-23,0.1109,0.1120,0.1109,0.1120,23788800
1986-12-24,0.1120,0.1120,0.1114,0.1117,7027200
1986-12-26,0.1117,0.1126,0.1114,0.1114,3715200
1986-12-29,0.1114,0.1126,0.1069,0.1069,41702400
1986-12-30,0.1069,0.1086,0.1058,0.1080,25401600
1986-12-31,0.1080,0.1109,0.1080,0.1092,23356800
1987-01-02,0.1092,0.1103,0.1075,0.1080,12643200
1987-01-05,0.1080,0.1154,0.1075,0.1142,48499200
1987-01-06,0.1142,0.1165,0.1137,0.1159,40032000
1987-01-07,0.1159,0.1222,0.1159,0.1222,60998400
1987-01-08,0.1227,0.1273,0.1227,0.1261,61488000
1987-01-09,0.1261,0.1318,0.1256,0.1312,63705600
1987-01-12,0.1312,0.1408,0.1301,0.1397,128793600
1987-01-13,0.1386,0.1386,0.1335,0.1357,76320000
1987-01-14,0.1357,0.1363,0.1329,0.1357,69465600
1987-01-15,0.1357,0.1465,0.1357,0.1431,117014400
1987-01-16,0.1431,0.1431,0.1369,0.1397,65433600
1987-01-19,0.1397,0.1448,0.1369,0.1448,88243200
1987-01-20,0.1448,0.1504,0.1442,0.1471,95760000
1987-01-21,0.1471,0.1572,0.1442,0.1533,108489600
1987-01-22,0.1533,0.1691,0.1487,0.1685,116035200
1987-01-23,0.1685,0.1753,0.1527,0.1527,317894400
1987-01-26,0.1538,0.1572,0.1487,0.1555,116553600
1987-01-27,0.1555,0.1640,0.1555,0.1618,114105600
1987-01-28,0.1618,0.1646,0.1572,0.1623,76723200
1987-01-29,0.1623,0.1640,0.1521,0.1555,79228800
1987-01-30,0.1555,0.1657,0.1533,0.1654,104169600
1987-02-02,0.1654,0.1685,0.1651,0.1651,46915200
1987-02-03,0.1651,0.1668,0.1595,0.1623,59328000
1987-02-04,0.1623,0.1635,0.1606,0.1629,31737600
1987-02-05,0.1629,0.1640,0.1601,0.1618,42652800
1987-02-06,0.1618,0.1626,0.1550,0.1558,45619200
1987-02-09,0.1555,0.1555,0.1535,0.1544,136080000
1987-02-10,0.1544,0.1550,0.1510,0.1550,44668800
1987-02-11,0.1555,0.1623,0.1555,0.1623,60307200
1987-02-12,0.1623,0.1745,0.1623,0.1736,185731200
1987-02-13,0.1736,0.1759,0.1680,0.1719,81763200
1987-02-17,0.1719,0.1736,0.1680,0.1731,70732800
1987-02-18,0.1731,0.1759,0.1618,0.1623,128592000
1987-02-19,0.1618,0.1618,0.1538,0.1555,317750400
1987-02-20,0.1555,0.1555,0.1516,0.1538,87897600
1987-02-23,0.1538,0.1657,0.1504,0.1635,125913600
1987-02-24,0.1635,0.1719,0.1635,0.1714,120816000
1987-02-25,0.1714,0.1745,0.1674,0.1685,65001600
1987-02-26,0.1685,0.1799,0.1651,0.1748,145209600
1987-02-27,0.1748,0.1759,0.1708,0.1736,37555200
1987-03-02,0.1736,0.1736,0.1674,0.1685,79516800
1987-03-03,0.1685,0.1702,0.1663,0.1685,81100800
1987-03-04,0.1685,0.1810,0.1680,0.1804,98179200
1987-03-05,0.1804,0.1929,0.1804,0.1889,128188800
1987-03-06,0.1889,0.1900,0.1838,0.1883,63561600
1987-03-09,0.1883,0.1889,0.1838,0.1849,38275200
1987-03-10,0.1849,0.1929,0.1844,0.1906,74102400
1987-03-11,0.1934,0.1946,0.1912,0.1934,43862400
1987-03-12,0.1934,0.1957,0.1889,0.1943,71337600
1987-03-13,0.1943,0.1957,0.1832,0.1872,105120000
1987-03-16,0.1866,0.1866,0.1804,0.1861,88473600
1987-03-17,0.1861,0.1934,0.1855,0.1923,54547200
1987-03-18,0.1934,0.2042,0.1934,0.2025,119347200
1987-03-19,0.2025,0.2064,0.1991,0.2064,62812800
1987-03-20,0.2064,0.2064,0.2030,0.2042,38246400
1987-03-23,0.2042,0.2070,0.2008,0.2027,67478400
1987-03-24,0.1980,0.2053,0.1980,0.2042,69609600
1987-03-25,0.2042,0.2053,0.2019,0.2033,33840000
1987-03-26,0.2033,0.2036,0.2013,0.2019,33379200
1987-03-27,0.2030,0.2121,0.2030,0.2076,120873600
1987-03-30,0.2076,0.2189,0.2002,0.2189,186134400
1987-03-31,0.2161,0.2240,0.2161,0.2189,125337600
1987-04-01,0.2189,0.2234,0.2047,0.2059,259430400
1987-04-02,0.2093,0.2194,0.2093,0.2149,159955200
1987-04-03,0.2149,0.2268,0.2149,0.2257,155606400
1987-04-06,0.2257,0.2262,0.2206,0.2245,98956800
1987-04-07,0.2245,0.2245,0.2127,0.2127,73728000
1987-04-08,0.2127,0.2211,0.2127,0.2189,106214400
1987-04-09,0.2189,0.2189,0.2132,0.2149,71568000
1987-04-10,0.2149,0.2166,0.2144,0.2163,43372800
1987-04-13,0.2161,0.2161,0.2081,0.2093,50256000
1987-04-14,0.2093,0.2161,0.2059,0.2127,87379200
1987-04-15,0.2144,0.2194,0.2144,0.2172,95961600
1987-04-16,0.2172,0.2274,0.2166,0.2228,188092800
1987-04-20,0.2228,0.2251,0.2161,0.2166,100310400
1987-04-21,0.2166,0.2217,0.2121,0.2200,113184000
1987-04-22,0.2200,0.2234,0.2200,0.2228,74678400
1987-04-23,0.2228,0.2251,0.2194,0.2228,48326400
1987-04-24,0.2228,0.2251,0.2200,0.2240,54172800
1987-04-27,0.2240,0.2257,0.2200,0.2240,53107200
1987-04-28,0.2240,0.2409,0.2217,0.2404,111081600
1987-04-29,0.2404,0.2466,0.2336,0.2336,85161600
1987-04-30,0.2336,0.2404,0.2302,0.2353,88041600
1987-05-01,0.2353,0.2381,0.2325,0.2375,37843200
1987-05-04,0.2375,0.2438,0.2364,0.2421,34531200
1987-05-05,0.2426,0.2619,0.2426,0.2619,110995200
1987-05-06,0.2619,0.2641,0.2545,0.2556,153504000
1987-05-07,0.2556,0.2681,0.2539,0.2675,289699200
1987-05-08,0.2681,0.2901,0.2681,0.2862,150048000
1987-05-11,0.2862,0.2862,0.2780,0.2783,127382400
1987-05-12,0.2783,0.2811,0.2647,0.2686,148464000
1987-05-13,0.2703,0.2766,0.2703,0.2754,73382400
1987-05-14,0.2754,0.2828,0.2754,0.2777,59961600
1987-05-15,0.2771,0.2771,0.2698,0.2698,84326400
1987-05-18,0.2698,0.2698,0.2534,0.2607,172598400
1987-05-19,0.2607,0.2607,0.2517,0.2517,78336000
1987-05-20,0.2506,0.2506,0.2426,0.2477,228355200
1987-05-21,0.2483,0.2551,0.2483,0.2522,93312000
1987-05-22,0.2522,0.2534,0.2438,0.2449,64627200
1987-05-26,0.2449,0.2489,0.2443,0.2477,46886400
1987-05-27,0.2477,0.2534,0.2466,0.2477,48758400
1987-05-28,0.2477,0.2636,0.2472,0.2630,108662400
1987-05-29,0.2630,0.2675,0.2602,0.2607,80380800
1987-06-01,0.2607,0.2607,0.2556,0.2556,30326400
1987-06-02,0.2556,0.2596,0.2511,0.2545,51552000
1987-06-03,0.2556,0.2596,0.2556,0.2562,21628800
1987-06-04,0.2562,0.2562,0.2528,0.2545,20390400
1987-06-05,0.2545,0.2556,0.2421,0.2472,59270400
1987-06-08,0.2472,0.2489,0.2432,0.2483,111571200
1987-06-09,0.2483,0.2489,0.2455,0.2466,25833600
1987-06-10,0.2466,0.2477,0.2291,0.2341,176256000
1987-06-11,0.2381,0.2392,0.2200,0.2206,268704000
1987-06-12,0.2206,0.2296,0.2200,0.2223,196156800
1987-06-15,0.2223,0.2257,0.2177,0.2223,125222400
1987-06-16,0.2223,0.2296,0.2217,0.2268,73526400
1987-06-17,0.2279,0.2353,0.2279,0.2347,71078400
1987-06-18,0.2341,0.2375,0.2308,0.2372,56188800
1987-06-19,0.2381,0.2404,0.2353,0.2364,40809600
1987-06-22,0.2375,0.2375,0.2330,0.2347,87436800
1987-06-23,0.2347,0.2347,0.2274,0.2325,100771200
1987-06-24,0.2336,0.2398,0.2336,0.2370,82684800
1987-06-25,0.2364,0.2375,0.2341,0.2364,44035200
1987-06-26,0.2370,0.2381,0.2347,0.2370,21945600
1987-06-29,0.2370,0.2370,0.2319,0.2358,25632000
1987-06-30,0.2364,0.2370,0.2302,0.2308,38332800
1987-07-01,0.2302,0.2336,0.2296,0.2319,21945600
1987-07-02,0.2325,0.2325,0.2234,0.2262,56880000
1987-07-06,0.2257,0.2285,0.2194,0.2206,65491200
1987-07-07,0.2200,0.2200,0.2025,0.2042,197078400
1987-07-08,0.2059,0.2144,0.2002,0.2110,193449600
1987-07-09,0.2121,0.2217,0.2110,0.2166,92707200
1987-07-10,0.2155,0.2206,0.2127,0.2194,75830400
1987-07-13,0.2194,0.2251,0.2172,0.2245,48326400
1987-07-14,0.2262,0.2381,0.2251,0.2375,152812800
1987-07-15,0.2375,0.2392,0.2313,0.2313,96768000
1987-07-16,0.2319,0.2330,0.2262,0.2308,72979200
1987-07-17,0.2308,0.2353,0.2302,0.2313,51264000
1987-07-20,0.2308,0.2308,0.2245,0.2251,42019200
1987-07-21,0.2251,0.2285,0.2228,0.2245,36547200
1987-07-22,0.2245,0.2274,0.2228,0.2262,53366400
1987-07-23,0.2262,0.2262,0.2127,0.2211,148492800
1987-07-24,0.2217,0.2251,0.2211,0.2228,57744000
1987-07-27,0.2228,0.2257,0.2194,0.2257,41817600
1987-07-28,0.2268,0.2302,0.2245,0.2251,38160000
1987-07-29,0.2251,0.2257,0.2211,0.2245,27676800
1987-07-30,0.2245,0.2245,0.2172,0.2194,55555200
1987-07-31,0.2183,0.2183,0.2081,0.2127,186624000
1987-08-03,0.2127,0.2138,0.2064,0.2076,116352000
1987-08-04,0.2076,0.2121,0.2076,0.2121,135072000
1987-08-05,0.2127,0.2228,0.2121,0.2200,211190400
1987-08-06,0.2206,0.2299,0.2206,0.2285,152553600
1987-08-07,0.2285,0.2364,0.2279,0.2341,171014400
1987-08-10,0.2347,0.2353,0.2319,0.2341,56448000
1987-08-11,0.2353,0.2364,0.2285,0.2296,68544000
1987-08-12,0.2296,0.2302,0.2262,0.2262,42364800
1987-08-13,0.2262,0.2364,0.2262,0.2330,80640000
1987-08-14,0.2330,0.2347,0.2319,0.2341,50832000
1987-08-17,0.2341,0.2358,0.2330,0.2358,33667200
1987-08-18,0.2341,0.2353,0.2296,0.2319,46944000
1987-08-19,0.2319,0.2325,0.2274,0.2319,48902400
1987-08-20,0.2319,0.2392,0.2319,0.2381,82051200
1987-08-21,0.2375,0.2449,0.2375,0.2421,68976000
1987-08-24,0.2421,0.2539,0.2387,0.2528,97747200
1987-08-25,0.2551,0.2641,0.2522,0.2596,185961600
1987-08-26,0.2596,0.2670,0.2585,0.2613,114105600
1987-08-27,0.2613,0.2630,0.2585,0.2619,72432000
1987-08-28,0.2624,0.2743,0.2624,0.2720,114796800
1987-08-31,0.2709,0.2720,0.2641,0.2686,84326400
1987-09-01,0.2670,0.2686,0.2556,0.2568,93859200
1987-09-02,0.2545,0.2607,0.2539,0.2602,78393600
1987-09-03,0.2630,0.2664,0.2573,0.2607,70934400
1987-09-04,0.2607,0.2613,0.2528,0.2534,48355200
1987-09-08,0.2528,0.2534,0.2449,0.2522,96336000
1987-09-09,0.2534,0.2579,0.2522,0.2551,60710400
1987-09-10,0.2562,0.2619,0.2556,0.2590,58176000
1987-09-11,0.2590,0.2636,0.2579,0.2630,41040000
1987-09-14,0.2636,0.2715,0.2636,0.2698,94464000
1987-09-15,0.2703,0.2703,0.2630,0.2667,39052800
1987-09-16,0.2670,0.2715,0.2641,0.2641,57715200
1987-09-17,0.2647,0.2658,0.2573,0.2624,69436800
1987-09-18,0.2624,0.2624,0.2579,0.2602,31651200
1987-09-21,0.2421,0.2590,0.2398,0.2421,42774336
1987-09-22,0.2421,0.2613,0.2398,0.2590,82006416
1987-09-23,0.2613,0.2732,0.2613,0.2726,107696016
1987-09-24,0.2715,0.2862,0.2715,0.2771,118438416
1987-09-25,0.2783,0.2941,0.2771,0.2805,82454400
1987-09-28,0.2805,0.2952,0.2794,0.2896,95542416
1987-09-29,0.2918,0.2952,0.2879,0.2907,57411216
1987-09-30,0.2896,0.3014,0.2896,0.2998,85680000
1987-10-01,0.2998,0.3111,0.2986,0.3099,127222416
1987-10-02,0.3122,0.3292,0.3111,0.3280,131644800
1987-10-05,0.3326,0.3574,0.3326,0.3574,184320000
1987-10-06,0.3574,0.3586,0.3320,0.3337,203040000
1987-10-07,0.3348,0.3405,0.3235,0.3303,125638416
1987-10-08,0.3314,0.3360,0.3145,0.3258,96940800
1987-10-09,0.3269,0.3405,0.3246,0.3246,93888000
1987-10-12,0.3258,0.3303,0.3122,0.3235,117187200
1987-10-13,0.3269,0.3348,0.3212,0.3314,96809616
1987-10-14,0.3314,0.3382,0.3201,0.3224,114220800
1987-10-15,0.3190,0.3292,0.3167,0.3190,128822400
1987-10-16,0.3190,0.3371,0.2907,0.2930,210240000
1987-10-19,0.2783,0.2873,0.2036,0.2047,146880000
1987-10-20,0.2081,0.2353,0.1946,0.2172,324000000
1987-10-21,0.2341,0.2737,0.2262,0.2562,262080000
1987-10-22,0.2568,0.2624,0.2308,0.2409,223200000
1987-10-23,0.2375,0.2398,0.2149,0.2183,112764816
1987-10-26,0.2104,0.2172,0.1685,0.1776,148320000
1987-10-27,0.1844,0.1946,0.1776,0.1866,234720000
1987-10-28,0.1810,0.1923,0.1742,0.1866,149760000
1987-10-29,0.1866,0.2206,0.1866,0.2161,167040000
1987-10-30,0.2251,0.2364,0.2194,0.2251,168480000
1987-11-02,0.2228,0.2308,0.2194,0.2274,84771216
1987-11-03,0.2228,0.2262,0.1980,0.2172,116150400
1987-11-04,0.2127,0.2296,0.2081,0.2206,95340816
1987-11-05,0.2217,0.2319,0.2206,0.2285,81430416
1987-11-06,0.2274,0.2285,0.2127,0.2149,75353616
1987-11-09,0.2115,0.2149,0.2059,0.2127,86585616
1987-11-10,0.2104,0.2194,0.2059,0.2127,91164816
1987-11-11,0.2149,0.2228,0.2138,0.2217,54617616
1987-11-12,0.2296,0.2353,0.2217,0.2262,99171216
1987-11-13,0.2262,0.2274,0.2183,0.2183,58492800
1987-11-16,0.2206,0.2251,0.2149,0.2161,59472000
1987-11-17,0.2115,0.2149,0.2047,0.2115,69321600
1987-11-18,0.2149,0.2172,0.2036,0.2172,89308800
1987-11-19,0.2183,0.2194,0.2081,0.2093,75024000
1987-11-20,0.2059,0.2161,0.2025,0.2149,82467216
1987-11-23,0.2138,0.2206,0.2127,0.2161,44640000
1987-11-24,0.2194,0.2217,0.2059,0.2149,72230400
1987-11-25,0.2149,0.2161,0.2081,0.2081,32153616
1987-11-27,0.2081,0.2093,0.2036,0.2047,18316800
1987-11-30,0.2002,0.2036,0.1832,0.2025,164160000
1987-12-01,0.2013,0.2070,0.1946,0.1980,73539216
1987-12-02,0.1968,0.2025,0.1934,0.1991,68515200
1987-12-03,0.2002,0.2025,0.1821,0.1827,127670400
1987-12-04,0.1821,0.1918,0.1810,0.1900,121750416
1987-12-07,0.1946,0.1980,0.1912,0.1957,66211200
1987-12-08,0.1957,0.2149,0.1946,0.2149,112521600
